id,ground_truth_action,ground_truth_product,ground_truth_quantity,tier_0_clean,tier_1_lexical,tier_2_conversational,tier_3_cognitive
cmd_0437,add,balsamic vinegar,9,Add 9 balsamic vinegar.,add 9 balsamic vinegar rn,"So, uh, for the balsamic vinegar, let's add 9.","Add balsamic vinegar, let's say 11 of them... wait, double check that, just do 9."
cmd_0438,remove,pet treats,5,Remove 5 pet treats.,remove 5 pet trats,"I was thinking, maybe remove 5 pet treats to the list.","Remove 8 pet treats... wait, actually make it 5."
cmd_0439,add,pet treats,10,Add 10 pet treats.,add 10 pet treats rn,"Umm, could you go ahead and add 10 pet treats?","Add pet treats, let's say 9 of them... wait, double check that, just do 10."
cmd_0440,add,running shoes,6,Add 6 running shoes.,add 6 running shoes pls,"Uhm, let me see... could you please add 6 running shoes?","I need 8 running shoes, hold on, change that to 6."
cmd_0441,add,balsamic vinegar,7,Add 7 balsamic vinegar.,add 7 balsamic vnegar,"Oh, I almost forgot, please add 7 balsamic vinegar.","Put 6 balsamic vinegar in there... actually no, add 7 instead."
cmd_0442,add,usb-c cable,1,Add 1 usb-c cable.,add 1 usb-c cable rn,"Hey, I changed my mind, can you add 1 usb-c cable?","Add 3 usb-c cable... wait, actually make it 1."
cmd_0443,update,fish flakes,5,Update fish flakes to 5.,update fish flakes to 5,"Alright, so I also want to update 5 fish flakes.","Update 3 fish flakes... wait, actually make it 5."
cmd_0444,add,chicken breast,5,Add 5 chicken breast.,add 5 chicken brest pls,"Oh, I almost forgot, please add 5 chicken breast.","I need 3 chicken breast, hold on, change that to 5."
cmd_0445,remove,apples,1,Remove 1 apples.,rmove 1 apples,"Alright, so I also want to remove 1 apples.","I need 4 apples, hold on, change that to 1."
cmd_0446,add,apples,5,Add 5 apples.,add 5 apples,"Uhm, let me see... could you please add 5 apples?","Add apples, let's say 6 of them... wait, double check that, just do 5."
cmd_0447,add,orange juice,5,Add 5 orange juice.,add 5 orange juice pls,"Umm, could you go ahead and add 5 orange juice?","Add 8 orange juice... wait, actually make it 5."
cmd_0448,remove,cat litter,10,Remove 10 cat litter.,remove 10 cat litter,"Umm, could you go ahead and remove 10 cat litter?","Put 11 cat litter in there... actually no, remove 10 instead."
cmd_0449,update,ground beef,8,Update ground beef to 8.,update ground beef to 8,"Uhm, let me see... could you please update 8 ground beef?","Update 6 ground beef... wait, actually make it 8."
cmd_0450,remove,shampoo,2,Remove 2 shampoo.,remove 2 shampoo rn,"So, uh, for the shampoo, let's remove 2.","Put 5 shampoo in there... actually no, remove 2 instead."
cmd_0451,add,shampoo,4,Add 4 shampoo.,add 4 shamp pls,"So, uh, for the shampoo, let's add 4.","Add shampoo, let's say 5 of them... wait, double check that, just do 4."
cmd_0452,update,ground beef,10,Update ground beef to 10.,update ground bf to 10 pls,"Hey, I changed my mind, can you update 10 ground beef?","Put 12 ground beef in there... actually no, update 10 instead."
cmd_0453,update,black pepper,9,Update black pepper to 9.,update black pepper to 9,"I was thinking, maybe update 9 black pepper to the list.","Update 10 black pepper... wait, actually make it 9."
cmd_0454,add,ground beef,6,Add 6 ground beef.,add 6 ground beef pls,"Uhm, let me see... could you please add 6 ground beef?","Add ground beef, let's say 7 of them... wait, double check that, just do 6."
cmd_0455,update,garlic,3,Update garlic to 3.,update garlic to 3,"So, uh, for the garlic, let's update 3.","I need 1 garlic, hold on, change that to 3."
cmd_0456,remove,apples,8,Remove 8 apples.,remove 8 apples,"Hey, I changed my mind, can you remove 8 apples?","I need 6 apples, hold on, change that to 8."
cmd_0457,add,pet treats,4,Add 4 pet treats.,add 4 pet treats rn,"Alright, so I also want to add 4 pet treats.","I need 7 pet treats, hold on, change that to 4."
cmd_0458,remove,cheddar cheese,2,Remove 2 cheddar cheese.,remove 2 cheddar ches rn,"Uhm, let me see... could you please remove 2 cheddar cheese?","Remove 5 cheddar cheese... wait, actually make it 2."
cmd_0459,remove,black pepper,1,Remove 1 black pepper.,rmve 1 black pepper pls,"So, uh, for the black pepper, let's remove 1.","I need 2 black pepper, hold on, change that to 1."
cmd_0460,remove,toothpaste,2,Remove 2 toothpaste.,remove 2 tthpast rn,"I was thinking, maybe remove 2 toothpaste to the list.","Put 3 toothpaste in there... actually no, remove 2 instead."
cmd_0461,add,Greek yogurt,5,Add 5 Greek yogurt.,add 5 greek yogrt pls,"Uhm, let me see... could you please add 5 Greek yogurt?","Add Greek yogurt, let's say 3 of them... wait, double check that, just do 5."
cmd_0462,remove,usb-c cable,10,Remove 10 usb-c cable.,remove 10 usb-c cable,"Hey, I changed my mind, can you remove 10 usb-c cable?","Remove 13 usb-c cable... wait, actually make it 10."
cmd_0463,remove,ground beef,3,Remove 3 ground beef.,rmve 3 ground beef,"Hey, I changed my mind, can you remove 3 ground beef?","I need 6 ground beef, hold on, change that to 3."
cmd_0464,remove,coffee beans,3,Remove 3 coffee beans.,remove 3 coffee beans rn,"Alright, so I also want to remove 3 coffee beans.","I need 1 coffee beans, hold on, change that to 3."
cmd_0465,remove,black pepper,3,Remove 3 black pepper.,remove 3 black pepper,"Uhm, let me see... could you please remove 3 black pepper?","Remove 4 black pepper... wait, actually make it 3."
cmd_0466,remove,garlic,8,Remove 8 garlic.,remove 8 garlic,"Alright, so I also want to remove 8 garlic.","I need 6 garlic, hold on, change that to 8."
cmd_0467,add,body wash,10,Add 10 body wash.,add 10 body wash rn,"I was thinking, maybe add 10 body wash to the list.","Add body wash, let's say 8 of them... wait, double check that, just do 10."
cmd_0468,add,salmon fillet,10,Add 10 salmon fillet.,add 10 salmon fllet pls,"Oh, I almost forgot, please add 10 salmon fillet.","Add salmon fillet, let's say 13 of them... wait, double check that, just do 10."
cmd_0469,remove,tomato sauce,1,Remove 1 tomato sauce.,rmv 1 tomat sauce rn,"I was thinking, maybe remove 1 tomato sauce to the list.","I need 2 tomato sauce, hold on, change that to 1."
cmd_0470,update,toothbrush,5,Update toothbrush to 5.,update toothbrush to 5,"Umm, could you go ahead and update 5 toothbrush?","Update toothbrush, let's say 8 of them... wait, double check that, just do 5."
cmd_0471,add,jeans,1,Add 1 jeans.,add 1 jns,"Oh, I almost forgot, please add 1 jeans.","Put 3 jeans in there... actually no, add 1 instead."
cmd_0472,remove,body wash,10,Remove 10 body wash.,remove 10 body wash,"Alright, so I also want to remove 10 body wash.","Put 9 body wash in there... actually no, remove 10 instead."
cmd_0473,update,trash bags,6,Update trash bags to 6.,update trsh bags to 6 pls,"I was thinking, maybe update 6 trash bags to the list.","Update trash bags, let's say 8 of them... wait, double check that, just do 6."
cmd_0474,add,apples,3,Add 3 apples.,add 3 apples,"Alright, so I also want to add 3 apples.","Put 6 apples in there... actually no, add 3 instead."
cmd_0475,remove,olive oil,7,Remove 7 olive oil.,remove 7 olive l rn,"Umm, could you go ahead and remove 7 olive oil?","Remove olive oil, let's say 8 of them... wait, double check that, just do 7."
cmd_0476,update,ground beef,6,Update ground beef to 6.,update ground beef to 6,"Oh, I almost forgot, please update 6 ground beef.","Update ground beef, let's say 7 of them... wait, double check that, just do 6."
cmd_0477,update,apples,9,Update apples to 9.,update appls to 9,"So, uh, for the apples, let's update 9.","Update 12 apples... wait, actually make it 9."
cmd_0478,remove,garlic,1,Remove 1 garlic.,remove 1 garlic,"Oh, I almost forgot, please remove 1 garlic.","I need 2 garlic, hold on, change that to 1."
cmd_0479,add,gluten-free bread,10,Add 10 gluten-free bread.,add 10 gluten-free bread pls,"So, uh, for the gluten-free bread, let's add 10.","Add 13 gluten-free bread... wait, actually make it 10."
cmd_0480,remove,tomato sauce,2,Remove 2 tomato sauce.,remve 2 tomato sauce,"Umm, could you go ahead and remove 2 tomato sauce?","Remove tomato sauce, let's say 1 of them... wait, double check that, just do 2."
cmd_0481,remove,usb-c cable,5,Remove 5 usb-c cable.,remove 5 sb-c cbl,"Oh, I almost forgot, please remove 5 usb-c cable.","Remove usb-c cable, let's say 7 of them... wait, double check that, just do 5."
cmd_0482,remove,t-shirt,8,Remove 8 t-shirt.,remove 8 t-shirt rn,"So, uh, for the t-shirt, let's remove 8.","Remove 6 t-shirt... wait, actually make it 8."
cmd_0483,add,black pepper,7,Add 7 black pepper.,add 7 black pepper pls,"I was thinking, maybe add 7 black pepper to the list.","Add black pepper, let's say 9 of them... wait, double check that, just do 7."
cmd_0484,remove,cheddar cheese,9,Remove 9 cheddar cheese.,remove 9 cheddar cheese,"I was thinking, maybe remove 9 cheddar cheese to the list.","Remove 7 cheddar cheese... wait, actually make it 9."
cmd_0485,update,shampoo,6,Update shampoo to 6.,update shampoo to 6 rn,"Uhm, let me see... could you please update 6 shampoo?","Update shampoo, let's say 7 of them... wait, double check that, just do 6."
cmd_0486,remove,pet treats,4,Remove 4 pet treats.,remove 4 pet treats rn,"Umm, could you go ahead and remove 4 pet treats?","Remove 2 pet treats... wait, actually make it 4."
cmd_0487,add,whole milk,7,Add 7 whole milk.,add 7 whole milk pls,"Hey, I changed my mind, can you add 7 whole milk?","Add 5 whole milk... wait, actually make it 7."
cmd_0488,update,apples,1,Update apples to 1.,update apples to 1,"Uhm, let me see... could you please update 1 apples?","Put 3 apples in there... actually no, update 1 instead."
cmd_0489,remove,toothpaste,10,Remove 10 toothpaste.,remove 10 toothpste,"Oh, I almost forgot, please remove 10 toothpaste.","I need 12 toothpaste, hold on, change that to 10."
cmd_0490,remove,AA batteries,2,Remove 2 AA batteries.,remove 2 aa batteries pls,"Oh, I almost forgot, please remove 2 AA batteries.","Put 3 AA batteries in there... actually no, remove 2 instead."
cmd_0491,remove,Greek yogurt,8,Remove 8 Greek yogurt.,remove 8 greek yogurt pls,"Umm, could you go ahead and remove 8 Greek yogurt?","Put 10 Greek yogurt in there... actually no, remove 8 instead."
cmd_0492,update,conditioner,2,Update conditioner to 2.,update conditioner to 2 rn,"Alright, so I also want to update 2 conditioner.","Update conditioner, let's say 4 of them... wait, double check that, just do 2."
cmd_0493,add,conditioner,1,Add 1 conditioner.,add 1 conditioner,"Umm, could you go ahead and add 1 conditioner?","Add conditioner, let's say 3 of them... wait, double check that, just do 1."
cmd_0494,remove,sugar,7,Remove 7 sugar.,remove 7 sugar rn,"I was thinking, maybe remove 7 sugar to the list.","Remove 9 sugar... wait, actually make it 7."
cmd_0495,update,garlic,6,Update garlic to 6.,update garlic to 6,"Oh, I almost forgot, please update 6 garlic.","Update 7 garlic... wait, actually make it 6."
cmd_0496,remove,fish flakes,5,Remove 5 fish flakes.,remove 5 fish flks,"Uhm, let me see... could you please remove 5 fish flakes?","Put 7 fish flakes in there... actually no, remove 5 instead."
cmd_0497,add,gluten-free bread,4,Add 4 gluten-free bread.,add 4 gluten-free bread,"Alright, so I also want to add 4 gluten-free bread.","Add gluten-free bread, let's say 7 of them... wait, double check that, just do 4."
cmd_0498,add,gluten-free bread,6,Add 6 gluten-free bread.,add 6 glutn-fre bread rn,"Umm, could you go ahead and add 6 gluten-free bread?","Add 5 gluten-free bread... wait, actually make it 6."
cmd_0499,add,bird seed,3,Add 3 bird seed.,add 3 bird seed pls,"I was thinking, maybe add 3 bird seed to the list.","Add 2 bird seed... wait, actually make it 3."
cmd_0500,add,shampoo,1,Add 1 shampoo.,add 1 shmpo rn,"Umm, could you go ahead and add 1 shampoo?","Put 4 shampoo in there... actually no, add 1 instead."
cmd_0501,add,wireless mouse,7,Add 7 wireless mouse.,add 7 wireless mouse pls,"I was thinking, maybe add 7 wireless mouse to the list.","Put 10 wireless mouse in there... actually no, add 7 instead."
cmd_0502,remove,headphones,1,Remove 1 headphones.,remove 1 headphns,"Uhm, let me see... could you please remove 1 headphones?","Remove 3 headphones... wait, actually make it 1."
cmd_0503,update,frozen pizza,7,Update frozen pizza to 7.,update frozen pizz to 7,"I was thinking, maybe update 7 frozen pizza to the list.","Put 6 frozen pizza in there... actually no, update 7 instead."
cmd_0504,add,shampoo,5,Add 5 shampoo.,add 5 shampoo rn,"Hey, I changed my mind, can you add 5 shampoo?","Add 7 shampoo... wait, actually make it 5."
cmd_0505,update,winter jacket,6,Update winter jacket to 6.,update winter jckt to 6,"Alright, so I also want to update 6 winter jacket.","I need 5 winter jacket, hold on, change that to 6."
cmd_0506,add,wireless mouse,2,Add 2 wireless mouse.,add 2 wireless mouse pls,"I was thinking, maybe add 2 wireless mouse to the list.","Add 4 wireless mouse... wait, actually make it 2."
cmd_0507,update,sponge,5,Update sponge to 5.,update sponge to 5 rn,"Uhm, let me see... could you please update 5 sponge?","Put 8 sponge in there... actually no, update 5 instead."
cmd_0508,add,avocado,8,Add 8 avocado.,add 8 avocado,"Alright, so I also want to add 8 avocado.","I need 7 avocado, hold on, change that to 8."
cmd_0509,add,pet treats,2,Add 2 pet treats.,add 2 pet treats rn,"Alright, so I also want to add 2 pet treats.","Add pet treats, let's say 5 of them... wait, double check that, just do 2."
cmd_0510,add,sugar,3,Add 3 sugar.,add 3 sugar pls,"So, uh, for the sugar, let's add 3.","Put 4 sugar in there... actually no, add 3 instead."
cmd_0511,remove,eggs,1,Remove 1 eggs.,remove 1 ggs rn,"So, uh, for the eggs, let's remove 1.","I need 3 eggs, hold on, change that to 1."
cmd_0512,update,AA batteries,10,Update AA batteries to 10.,update aa batteries to 10,"Hey, I changed my mind, can you update 10 AA batteries?","Update AA batteries, let's say 13 of them... wait, double check that, just do 10."
cmd_0513,remove,socks,1,Remove 1 socks.,remove 1 socks,"Umm, could you go ahead and remove 1 socks?","Remove 3 socks... wait, actually make it 1."
cmd_0514,remove,gluten-free bread,1,Remove 1 gluten-free bread.,remove 1 gluten-free bread,"I was thinking, maybe remove 1 gluten-free bread to the list.","Remove gluten-free bread, let's say 3 of them... wait, double check that, just do 1."
cmd_0515,remove,t-shirt,2,Remove 2 t-shirt.,remove 2 t-shirt rn,"So, uh, for the t-shirt, let's remove 2.","Remove 1 t-shirt... wait, actually make it 2."
cmd_0516,add,pasta,5,Add 5 pasta.,add 5 pasta,"Alright, so I also want to add 5 pasta.","Add pasta, let's say 4 of them... wait, double check that, just do 5."
cmd_0517,add,sponge,8,Add 8 sponge.,add 8 sponge,"Umm, could you go ahead and add 8 sponge?","I need 6 sponge, hold on, change that to 8."
cmd_0518,remove,fish flakes,5,Remove 5 fish flakes.,remove 5 fish flakes,"So, uh, for the fish flakes, let's remove 5.","I need 3 fish flakes, hold on, change that to 5."
cmd_0519,add,orange juice,7,Add 7 orange juice.,add 7 orange jic pls,"So, uh, for the orange juice, let's add 7.","Add 6 orange juice... wait, actually make it 7."
cmd_0520,update,pasta,10,Update pasta to 10.,update pasta to 10,"Umm, could you go ahead and update 10 pasta?","I need 12 pasta, hold on, change that to 10."
cmd_0521,add,Greek yogurt,6,Add 6 Greek yogurt.,add 6 greek ygrt rn,"Umm, could you go ahead and add 6 Greek yogurt?","Add 7 Greek yogurt... wait, actually make it 6."
cmd_0522,add,black pepper,2,Add 2 black pepper.,add 2 black pepper pls,"So, uh, for the black pepper, let's add 2.","Put 4 black pepper in there... actually no, add 2 instead."
cmd_0523,remove,cheddar cheese,4,Remove 4 cheddar cheese.,remove 4 cheddar cheese rn,"So, uh, for the cheddar cheese, let's remove 4.","Remove cheddar cheese, let's say 6 of them... wait, double check that, just do 4."
